City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
260,laguna,38.421,-121.4238,20.510000000000048,35,0,0.0,US,1698714092
261,usinsk,65.9939,57.5281,-8.849999999999966,81,97,3.13,RU,1698714313
262,port elizabeth,-33.918,25.5701,15.160000000000025,90,0,5.66,ZA,1698714122
263,igrim,63.1906,64.4162,-8.42999999999995,80,100,2.6,RU,1698714314
264,pauini,-7.7136,-66.9764,28.54000000000002,61,97,0.57,BR,1698714314
265,sibut,5.718,19.0739,22.510000000000048,91,100,0.69,CF,1698714315
266,tsiombe,-25.3,45.4833,20.560000000000002,89,81,2.87,MG,1698714315
267,sinabang,2.4803,96.3801,25.930000000000007,84,99,1.45,ID,1698714315
268,ust-tsilma,65.441,52.1498,-8.549999999999955,98,92,0.89,RU,1698714316
269,natal,-5.795,-35.2094,26.120000000000005,73,20,5.14,BR,1698714316
270,alice springs,-23.7,133.8833,27.75,15,0,8.23,AU,1698714058
271,labytnangi,66.6572,66.4183,-11.419999999999959,96,100,1.32,RU,1698714317
272,yokadouma,3.5167,15.05,21.850000000000023,95,100,1.07,CM,1698714317
273,havre,49.5833,0.3333,9.870000000000005,93,0,3.6,FR,1698714317
274,palmer,42.1584,-72.3287,9.420000000000016,82,75,5.66,US,1698714321
275,viedma,-40.8135,-62.9967,6.0400000000000205,73,2,3.12,AR,1698714321
276,san luis de la loma,17.2706,-100.8939,26.650000000000034,87,29,1.49,MX,1698714321
277,zarghun shahr,32.8473,68.4457,8.970000000000027,47,6,1.0,AF,1698714321
278,coahuayana de hidalgo,18.7,-103.6583,26.180000000000007,91,57,1.77,MX,1698714322
279,karratha,-20.7377,116.8463,31.610000000000014,27,73,3.21,AU,1698714322
280,genhe,50.7833,121.5167,-5.42999999999995,77,100,1.1,CN,1698714288
281,tosontsengel,48.7567,98.2839,-1.8100000000000023,89,100,1.81,MN,1698714323
282,gaalkacyo,6.7697,47.4308,24.230000000000018,81,63,3.35,SO,1698714323
283,chibougamau,49.9168,-74.3659,-5.2099999999999795,86,0,2.06,CA,1698714149
284,kisangani,0.5167,25.2,21.52000000000004,95,100,0.92,CD,1698714323
285,bandarbeyla,9.4942,50.8122,26.390000000000043,84,99,5.1,SO,1698714323
286,inongo,-1.95,18.2667,21.910000000000025,98,100,0.8,CD,1698714324
287,caleta de carquin,-11.0925,-77.6267,19.700000000000045,87,98,4.26,PE,1698714324
288,kralendijk,12.15,-68.2667,29.99000000000001,79,20,4.63,BQ,1698714324
289,chegdomyn,51.1167,133.0167,-2.419999999999959,54,71,1.04,RU,1698714325
290,westport,41.1415,-73.3579,12.160000000000025,82,100,4.63,US,1698714322
291,carutapera,-1.195,-46.02,26.360000000000014,80,78,3.51,BR,1698714325
292,lorengau,-2.0226,147.2712,28.24000000000001,74,50,3.62,PG,1698714326
293,rosetta,31.4044,30.4164,24.07000000000005,86,100,4.13,EG,1698714326
294,kununurra,-15.7667,128.7333,32.99000000000001,49,100,3.09,AU,1698714244
295,sungai penuh,-2.0833,101.3833,21.450000000000045,76,100,0.51,ID,1698714326
296,sarykemer,43.0,71.5,10.710000000000036,73,99,4.04,KZ,1698714327
297,lang suan,9.9456,99.0785,26.100000000000023,89,100,2.71,TH,1698714327
298,puerto santa,-8.9906,-78.6456,18.79000000000002,90,12,3.34,PE,1698714328
299,constitucion,-35.3333,-72.4167,9.110000000000014,72,100,6.19,CL,1698714173
300,khandyga,62.6667,135.6,-9.439999999999998,94,100,2.14,RU,1698714328
301,samux,40.7647,46.4085,12.560000000000002,76,40,4.12,AZ,1698714328
302,itabira,-19.6192,-43.2269,21.52000000000004,95,100,0.91,BR,1698714184
303,qamdo,31.1667,97.2333,-3.079999999999984,67,79,0.68,CN,1698714329
304,alajarvi,63.0,23.8167,-5.829999999999984,94,100,1.42,FI,1698714329
305,puerto penasco,31.3167,-113.5333,26.060000000000002,14,0,2.24,MX,1698714329
306,lerwick,60.1545,-1.1494,7.0,57,24,9.23,GB,1698714330
307,lodja,-3.4833,23.4333,21.02000000000004,99,100,0.81,CD,1698714330
308,ihosy,-22.4,46.1167,20.77000000000004,84,63,3.08,MG,1698714330
309,lata,40.1629,-8.3327,11.710000000000036,93,100,1.58,PT,1698714330
310,port shepstone,-30.7414,30.455,14.54000000000002,90,100,0.4,ZA,1698714331
311,ulan bator,47.9077,106.8832,-4.92999999999995,86,75,0.0,MN,1698714311
312,antalya,36.7741,30.7178,19.33000000000004,52,75,4.63,TR,1698714331
313,al lagowa,11.4,29.1333,25.390000000000043,65,83,2.84,SD,1698714331
314,cheremushki,52.8356,91.3944,4.1200000000000045,99,100,1.48,RU,1698714332
315,adrar,20.5022,-10.0711,27.610000000000014,12,0,4.15,MR,1698714332
316,nadym,65.5333,72.5167,-13.839999999999975,92,68,3.3,RU,1698714332
317,aral,40.5156,81.2636,12.590000000000032,27,100,1.42,CN,1698714333
318,eenhana,-17.4667,16.3333,19.57000000000005,16,0,1.87,NA,1698714333
319,aberdeen,57.1437,-2.0981,5.110000000000014,79,75,3.09,GB,1698714333
320,hami,42.8,93.45,10.620000000000005,42,98,2.36,CN,1698714334
321,tomohon,1.3346,124.8392,26.52000000000004,53,76,0.97,ID,1698714334
322,souillac,-20.5167,57.5167,23.78000000000003,85,37,3.96,MU,1698714334
323,necochea,-38.5473,-58.7368,8.100000000000023,65,1,3.29,AR,1698714040
324,cannonvale,-20.2833,148.7,25.660000000000025,51,6,3.63,AU,1698714335
325,puerto ayacucho,5.6639,-67.6236,26.5,82,100,2.82,VE,1698714335
326,tiksi,71.6872,128.8694,-21.079999999999984,100,80,1.17,RU,1698714335
327,belaya kholunitsa,58.84,50.8528,-3.5399999999999636,95,78,1.61,RU,1698714336
328,salym,60.0625,71.4789,-10.439999999999998,88,21,2.62,RU,1698714056
